,track_name,track_artist,lyrics
12531,Pensando en Ti,Canserbero,"[Letra de ""Pensando en Ti""]

[Intro]
¡Yaoh!
Pensando en ti
Sí, sí
Ninguna herida sana sin cicatriz
Así se derrumbó este amor

[Verso 1]
Como cientos de dominoes en fila
Cuando algún dedo al primero derriba
Como una casa hecha con cartas alta
Hasta que una tormenta sopla su puerta de forma agresiva
Como empujar a un niño de un año y medio de vida sin una maldita razón
Como un paracaidista que olvidó el paracaídas, así se derrumbó este amor
Y ni siquiera porque alguno de los dos quería
Sino por no tener un buen detector de mentiras
Porque de esa manera, en mi memoria vieras
La causa del problema, también la solución
Quizás me comprendieras, a menos que creyeras
Que no tengo defectos o soy el nuevo Dios, eoh
De nada sirve recordarte los besos de ojos cerrados
Los abrazos y sonrisas del pasado, los sueños trazados
Las veces que hemos llorado
Por cosas que han pasado y hemos superado
Los juegos, los secretos, los momentos contentos
Los sobrenombres tiernos
Que serían cursis de no ser por esto que sentimos
Que nos mantuvo siempre unidos
Y en sus tiempos libres hace que el mundo tenga sentido
Estoy tan confundido, no sé si llorar
Molestarme, o sentarme a pensar, buscarte o solamente esperar
Sigo dudando que en algo sirva rezar
Y he llegado a pensar que o Dios no existe o Dios es bipolar
Y aquí estaré, con tus fotos en mi memoria
Quizás con una nueva novia, pensando en ti
El tiempo sana heridas de manera obvia
Aunque ninguna herida sana sin dejar cicatriz
Quisiera tanto tener la voz de un cantante
Para no solo recitar, sino cantarte
Pues mi única defensa es explicarte este malentendido
Dame otra oportunidad y juro querrás envejecer conmigo
Esto es como caminar en círculos por horas
Como ver a un gato perseguir su cola
Es algo ilógico estar con otra persona y preguntarnos
Cómo hubiese sido si te hubieses permitido amarnos
Las calles que transito, los lugares que visito
La ropa que visto, insisto, todo me hace verte aquí
Ayer creí que te vi y al notar que no eras
Supe que aunque pueda, no quiero vivir sin ti

[Puente]
No te diré que creo que moriré sin ti
Porque no creo, no creo, no creo, ¡no creo!
Tú sabes que soy un guerrero, ouh-ouh-ouh
No te diré que no puedo vivir sin ti
Porque sí puedo, sí puedo, sí puedo, ¡sí puedo!
Sencillamente es que no quiero, ouh-ouh-ouh

[Verso 2]
Y aquí estaré esperándote, dándome mi puesto
Ojalá que cuando rectifiques yo aún esté dispuesto
A olvidar el pasado y perdonar que tú no me hayas perdonado
Y que no hayas notado que te amo; cuánto te amo
Diviértete, vuela muy lejos
Que si llegamos a viejos y nos vemos
Te diré ""Te odio"" después de aspirar tu pelo
Y si morimos y hay un cielo, me escaparé del infierno
Y te haré el amor en una nube en honor a nuestros recuerdos
Mira lo cursi que me has convertido
Si esto no es amor entonces soy un loco sin motivo
Quiero seguir vivo solo para
Algún día decirte en tu cara que aún te amo
Aunque aún todo puede ser diferente
Si nos juntamos y cambiamos este tema por uno que diga
""Vivieron felices para siempre""

[Outro]
Eh, yaoh
¡Vivieron felices para siempre!
"
12523,Bubble Gum,Clairo,"[Verse 1]
Sorry I didn't kiss you
But it's obvious I wanted to
Bubble gum down my throat and it's a curse
But my luck couldn't get any worse

[Chorus]
'Cause I swallowed the bubble gum
Oh, and these seven years will be pretty dumb
Pink flowers grow from my skin
Pepto Bismol veins and I grin

[Verse 2]
You look so nice in your shirt
It's sad because it just hurts
I'd do anything for you
But would you do that for me, too?

[Chorus]
'Cause I swallowed the bubble gum
Oh, and these seven years will be pretty dumb
Oh, pink flowers grow from my skin
Oh, Pepto Bismol veins and I grin
Ooh, ooh, ooh, oh, oh
"
12530,Heavydirtysoul,Twenty One Pilots,"[Instrumental Intro]

[Verse 1]
There's an infestation in my mind's imagination
I hope that they choke on smoke
'Cause I'm smokin' them out the basement
This is not rap, this is not hip-hop
Just another attempt to make the voices stop
Rappin' to prove nothin', just writin' to say somethin'
'Cause I wasn't the only one who wasn't rushin' to sayin' nothin'
This doesn't mean I lost my dream
It's just right now I got a really crazy mind to clean

[Pre-Chorus]
Gangsters don't cry, therefore, therefore I'm (I'm)
Mr. Misty-eyed, therefore I'm (I'm)

[Chorus]
Can you save, can you save my
Can you save my heavydirtysoul?
Can you save, can you save my
Can you save my heavydirtysoul?
For me, for me (Uh)
Can you save my heavydirtysoul?
For me, for me (Uh)
Can you save my heavydirtysoul?

[Verse 2]
Nah, I didn't understand a thing you said
If I didn't know better, I'd guess you're all already dead
Mindless zombies walkin' around with a limp and a hunch
Sayin' stuff like, ""You only live once""
You've got one time to figure it out
One time to twist and one time to shout
One time to think and I say we start now
Sing it with me if you know what I'm talkin' about

[Pre-Chorus]
Gangsters don't cry, therefore, therefore I'm (I'm)
Mr. Misty-eyed, therefore I'm (I'm)

[Chorus]
Can you save, can you save my
Can you save my heavydirtysoul?
Can you save, can you save my
Can you save my heavydirtysoul?
For me, for me (Uh)
Can you save my heavydirtysoul?
For me, for me (Uh)
Can you save my heavydirtysoul?

[Bridge]
Death inspires me like a dog inspires a rabbit
Death inspires me like a dog inspires a rabbit

[Chorus]
Can you save, can you save my
Can you save my heavydirtysoul?
Can you save, can you save my
Can you save my heavydirtysoul?
For me, for me (Uh)
Can you save my heavydirtysoul?
For me, for me (Uh)
Can you save my heavydirtysoul?

[Outro]
Can you save, can you save my, save my
Can you save my heavydirtysoul?
Can you save, can you save my, save my
Can you save my heavydirtysoul?
"
12548,In Between Days,The Cure,"[Verse 1]
Yesterday I got so old
I felt like I could die
Yesterday I got so old
It made me want to cry

[Pre-Chorus 1]
Go on, go on, just walk away
Go on, go on, your choice is made
Go on, go on, and disappear
Go on, go on away from here

[Chorus]
And I know I was wrong when I said it was true
That it couldn't be me and be her in between
Without you
Without you

[Verse 2]
Yesterday I got so scared
I shivered like a child
Yesterday, away from you
It froze me deep inside

[Pre-Chorus 2]
Come back, come back, don't walk away
Come back, come back, come back today
Come back, come back, why can't you see?
Come back, come back, come back to me

[Chorus]
And I know I was wrong when I said it was true
That it couldn't be me and be her in between without you
Without you
Without you, without you

[Outro]
Without you, without you
Without you, without you
"
12541,Lonely Boy,The Black Keys,"[Verse 1]
Well, I'm so above you and it's plain to see
But I came to love you anyway
So you pulled my heart out and I don't mind bleedin'
Any old time you keep me waitin', waitin', waitin'

[Chorus]
Oh, oh, oh, oh
I got a love that keeps me waiting
Oh, oh, oh
I got a love that keeps me waiting
I'm a lonely boy
I'm a lonely boy
Oh, oh, oh, oh
I got a love that keeps me waiting

[Verse 2]
Well, your mama kept you, but your daddy left you
And I shoulda done you just the same
But I came to love you, am I born to bleed?
Any old time you keep me waitin', waitin', waitin'

[Chorus]
Oh, oh, oh, oh
I got a love that keeps me waiting
Oh, oh, oh
I got a love that keeps me waiting
I'm a lonely boy
I'm a lonely boy
Oh, oh, oh, oh
I got a love that keeps me waiting (Hey)

[Instrumental Bridge]

[Chorus]
Oh, oh, oh, oh
I got a love that keeps me waiting
Oh, oh, oh
I got a love that keeps me waiting
I'm a lonely boy
I'm a lonely boy
Oh, oh, oh, oh
I got a love that keeps me waiting
"
12537,God Save The Queen,Sex Pistols,"[Verse 1: Johnny Rotten]
God save the Queen
The fascist regime
It made you a moron
Potential H-bomb
God save the Queen
She ain't no human being
There is no future
In England's dreaming

[Pre-Chorus 1: Johnny Rotten]
Don't be told what you want to want to
And don't be told what you want to need
There's no future, no future
No future for you

[Chorus: Johnny Rotten]
God save the Queen
We mean it, man
We love our Queen
God saves

[Verse 2: Johnny Rotten]
God save the Queen
'Cause tourists are money
And our figurehead
Is not what she seems
Oh, God save history
God save your mad parade
Oh, Lord, God have mercy
All crimes are paid

[Pre-Chorus 2: Johnny Rotten]
When there's no future, how can there be sin?
We're the flowers in the dustbin
We're the poison in your human machine
We're the future, your future

[Chorus: Johnny Rotten]
God save the Queen
We mean it, man
We love our Queen
God saves

[Instrumental Break]

[Chorus: Johnny Rotten]
God save the Queen
We mean it, man
And there is no future
In England's dreaming

[Outro: Johnny Rotten]
No future
No future
No future for you
No future
No future
No future for me
No future
No future
No future for you
No future
No future for you
"
12529,What A Heavenly Way To Die,Troye Sivan,"[Verse 1]
Tell each other you're the one
While we're laying by the poolside, poolside
Getting tired from the sun
Fading in and out of long nights, long nights
There's no limit to your love
East or west we got the north lights, north lights
Oh oh, take in it all

[Chorus]
What a heavenly way to die
What a time to be alive
Because forever is in your eyes
But forever ain't half the time

[Post-Chorus]
I wanna spend with you, you
I wanna be with you, you
I wanna spend with you, you
I wanna be with you, you

[Verse 2]
When our prime has come and gone
And our youth is all but melted, melted
We can listen to this song
So we don't have to accept it, accept it
Just as long as you'll be home
In the world we've manifested-fested
Oh oh, just take in it all

[Chorus]
What a heavenly way to die
What a time to be alive
Because forever is in your eyes
But forever ain't half the time

[Post-Chorus]
I wanna spend with you, you
I wanna be with you, you
I wanna spend with you, you
I wanna be with you, you

[Bridge]
Just take it in all, all, all, all
Just take it in all, all, all, all
Just take it in all, all, all, all
Just take it in all, all, all, all

[Chorus]
What a heavenly way to die
What a time to be alive
Because forever is in your eyes
But forever ain't half the time

[Post-Chorus]
I wanna spend with you, you
I wanna be with you, you
I wanna spend with you, you
I wanna be with you, you
"
12546,Half a Person,The Smiths,"[Verse 1]
Call me morbid, call me pale
I've spent six years on your trail
Six long years on your trail
Call me morbid, call me pale
I've spent six years on your trail
Six full years of my life on your trail

[Bridge]
And if you have five seconds to spare
Then I'll tell you the story of my life

[Chorus]
Sixteen, clumsy and shy
I went to London and I
I booked myself in at the Y.W.C.A
I said ""I like it here, can I stay?
I like it here, can I stay?
Do you have a vacancy for a back-scrubber?""

[Verse 2]
She was left behind and sour
And she wrote to me equally dour
She said ""In the days when you were hopelessly poor
I just liked you more""

[Chorus]
And if you have five seconds to spare
Then I'll tell you the story of my life

[Chorus]
Sixteen, clumsy and shy
I went to London and I
I booked myself in at the Y.W.C.A
I said ""I like it here, can I stay?
I like it here, can I stay?
And do you have a vacancy for a back-scrubber?""

[Verse 3]
Call me morbid, call me pale
I've spent too long on your trail
Far too long chasing your tail

[Bridge]
And if you have five seconds to spare
Then I'll tell you the story of my life

[Chorus]
Sixteen, clumsy and shy that's the story of my life
Sixteen, clumsy and shy, the story of my life

[Outro]
That's the story of my life
That's the story of my life
That's the story of my life, the story of my life
That's the story of my life
That's the story of my life
That's the story of my life
That's the story of my life
That's the story of my life
"
12533,Heart-Shaped Box,Nirvana,"[Verse 1]
She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

[Chorus]
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Your advice

[Verse 2]
Meat-eating orchids forgive no one just yet
Cut myself on angel hair and baby's breath
Broken hymen of 'Your Highness', I'm left black
Throw down your umbilical noose so I can climb right back

[Chorus]
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Your advice

[Guitar Solo]

[Verse 3]
She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnet tar pit trap
I wish I could eat your cancer when you turn black

[Chorus]
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Hey! Wait! I got a new complaint
Forever in debt to your priceless advice
Your advice
Your advice
Your advice
"
12504,Let Me Entertain You,Robbie Williams,"[Verse 1]
Hell is gone and heaven's here
There's nothing left for you to fear
Shake your ass come over here
Now scream
I'm a burning effigy
Of everything I used to be
You're my rock of empathy, my dear

[Chorus]
So come on, let me entertain you
Let me entertain you

[Verse 2]
Life's too short for you to die
So grab yourself an alibi
Heaven knows your mother lied, mon cher
Separate your right from wrongs
Come and sing a different song
The kettle's on, so don't be long, mon cher

[Chorus]
So come on, let me entertain you
Let me entertain you

[Verse 3]
Look me up in the Yellow Pages
I will be your rock of ages
You see through fads and your crazy phrases, yeah
Little Bo Peep has lost his sheep
He popped a pill and fell asleep
The dew is wet but the grass is sweet, my dear

[Bridge]
Your mind gets burned with the habits you've learned
But we're the generation that's got to be heard
You're tired of your teachers and your school's a drag
You're not going to end up like your mum and dad

[Chorus]
So come on, let me entertain you
Let me entertain you
Let me entertain you

[Bridge]
He may be good he may be out of sight
But he can't be here so come around tonight
Here is the place where the feeling grows
You gotta get high before you taste the lows

[Chorus]
Let me entertain you
Let me entertain you
So come on, let me entertain you
Let me entertain you

[Outro]
Come on, come on, come on, come on
Come on, come on, come on, come on
Come on, come on, come on, come on
Come on, come on, come on, come on
Come on, come on, come on, come on
Come on, come on, come on, come on
"
12503,Rock DJ,Robbie Williams,"[Verse 1]
Me with the floor show kicking with your torso
Boys getting high and the girls even more so
Wave your hands if you're not with the man
Can I kick it? (Yes you can)
I got (funk), you got (soul)
We got everybody
I've got the gift gonna stick it in the goal
It's time to move your body

[Pre-Chorus]
Babylon back in business
Can I get a witness?
Every girl, every man (hoo-hoo, hoo-ooo)
Houston, do you hear me?
Ground control, can you feel me?
Need permission to land

[Chorus]
I don't wanna rock DJ
But you're making me feel so nice
When's it gonna stop DJ
'Cause you're keeping me up all night

[Verse 2]
Singing in the classes, music for your masses
Give no head no backstage passes
Have a proper giggle I'll be quite polite
But when I rock the mic, I rock the mic (Right)
You got no love then you're with the wrong man
It's time to move your body
If you can't get a girl but your best friend can
It's time to move your body

[Pre-Chorus]
I don't wanna be sleazy, baby just tease me
Got no family planned
Houston, do you hear me?
Ground control, can you feel me?
Need permission to land

[Chorus]
I don't wanna rock (rock) DJ (DJ)
But you're making me feel so nice
When's it gonna stop (stop) DJ (DJ)
'Cause you're keeping me up all night

[Chorus]
I don't wanna rock (rock) DJ (DJ)
But you're making me feel so nice
When's it gonna stop (stop) DJ (DJ)
'Cause you're keeping me up all night

[Bridge]
Pimping ain't easy, most of them fleece me
Every night
Pimping ain't easy
But if you're selling it (selling it, selling it)
It's alright

[Pre-Chorus]
Come on

[Chorus]
I don't wanna rock (rock) DJ (DJ)
But you're making me feel so nice
When's it gonna stop (stop) DJ (DJ)
'Cause you're keeping me up all night

[Chorus]
I don't wanna rock (rock) DJ (DJ)
But you're making me feel so nice
When's it gonna stop (stop) DJ (DJ)
'Cause you're keeping me up all night
"
12534,Killing In The Name,Rage Against The Machine,"[Intro]
Killing in the name of

[Verse]
Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Uh!

[Refrain]
Killing in the name of
Killing in the name of

[Pre-Chorus]
Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
And now you do what they told ya
But now you do what they told ya!
Well now you do what they told ya

[Chorus]
Those who died are justified
For wearin' the badge, they're the chosen whites
You justify those that died
By wearin' the badge, they're the chosen whites
Those who died are justified
For wearin' the badge, they're the chosen whites
You justify those that died
By wearing the badge, they're the chosen whites

[Verse]
Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Some of those that work forces
Are the same that burn crosses
Uh!

[Refrain]
Killing in the name of
Killing in the name of

[Pre-Chorus]
Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
Now you do what they told ya
And now you do what they told ya
(Now you're under control)
And now you do what they told ya
(Now you're under control)
And now you do what they told ya
(Now you're under control)
And now you do what they told ya
(Now you're under control)
And now you do what they told ya
(Now you're under control)
And now you do what they told ya
(Now you're under control)
And now you do what they told ya
(Now you're under control)
And now you do what they told ya

[Chorus]
Those who died are justified
For wearin' the badge, they're the chosen whites
You justify those that died
By wearin' the badge, they're the chosen whites
Those who died are justified
For wearin' the badge, they're the chosen whites
You justify those that died
By wearing the badge, they're the chosen whites
Come on!

[Guitar Solo]
Ugh!
Yeah!
Come on!
Ugh!

[Outro]
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Fuck you, I won't do what you tell me
Motherfucker!
Ugh!
"
